Sentiments,Reviews
1,"['good', 'product', 'really', 'enjoying', 'thank', 'draz']"
0,"['product', 'came', 'time', 'doesnot', 'claims', 'expensive']"
1,"['nice', 'product', 'safely', 'received', 'packing', 'good', 'amazing', 'product', 'happy', 'product', 'recommend', 'product']"
0,"['thing', 'scam', 'going', 'buy', 'anything', 'draza', 'opened', 'package', 'bad', 'condition', 'opened', 'box', 'took', 'airpods', 'want', 'connect', 'sign', 'connecting', 'want', 'stupid', 'thing', 'returned', 'right']"
1,"['product', 'awesome', 'helps', 'lot', 'presentations', 'university', 'love']"
0,"['order', 'black', 'brown', 'receive', 'black', 'good', 'seller', 'serve']"
1,"['received', 'shown', 'product', 'details', 'good', 'service', 'quality']"
1,"['received', 'order', 'mark', 'delivered', 'time', 'product', 'perfect']"
1,"['mashallah', 'good', 'quilty', 'best', 'sound', 'thank', 'much']"
0,"['bakwas', 'chiz', 'bhejty', 'hn', 'dhikaya', 'kuch', 'tha', 'bheja', 'kuch', 'allah', 'maaf', 'kry', 'sy']"
1,"['good', 'qulaty']"
1,"['impressed', 'quality', 'book', 'arrived', 'time', 'excellent', 'conditionhighly', 'recommended']"
1,"['daily', 'use', 'regularly', 'head', 'shoulders', 'silky', 'shampoo', 'honestly', 'say', 'truly', 'love', 'like', 'according', 'personal', 'experience', 'first', 'foremost', 'best', 'thing', 'shampoo', 'really', 'helps', 'dandruff', 'found', 'days', 'using', 'head', 'shoulders', 'dry', 'scalp', 'goes', 'away', 'say', 'shampoo', 'effective', 'getting', 'rid', 'dandruff', 'next', 'good', 'thing', 'head', 'shoulders', 'smooth', 'silky', 'shampoo', 'cleans', 'really', 'well', 'also', 'plus', 'hs', 'keep', 'hair', 'straight', 'fresh', 'strengthen', 'whole', 'day', 'price', 'reasonable', 'affordable', 'scent', 'mild', 'pleasant', 'really', 'great', 'product', 'love', 'would', 'recommend', 'everyone', 'anyone', 'needs', 'help', 'dandruff']"
1,"['mashallah', 'great']"
1,"['boht', 'acha', 'laga', 'aik', 'k', 'sath', 'aik', 'free', 'quilty', 'boht', 'achi', 'hy', 'ya', 'aik', 'milta', 'hy', 'mgr', 'itny', 'paso', 'aik', 'k', 'sath', 'aik', 'free', 'ye', 'sirf', 'daraz', 'kr', 'sakta', 'hy', 'thank', 'u', 'daraz']"
0,"['lights', 'worked', 'great', 'first', 'two', 'days', 'however', 'two', 'days', 'light', 'strip', 'broke', 'adapter', 'wire', 'lights', 'immediately', 'stopped', 'working', 'disappointed']"
0,"['product', 'good', 'many', 'problems', 'delivery', 'service', 'got', 'lost', 'times', 'transit', 'order', 'wasting', 'lot', 'time', 'sellers', 'mistake']"
1,"['amazing', 'product', 'order', 'time', 'good', 'also', 'voice', 'thanks', 'daraz']"
0,"['looks', 'like', 'used', 'plus', 'working', 'charge', 'bhi', 'nahi', 'horaha', 'hai']"
0,"['light', 'hi', 'ni', 'kisi', 'ki', 'jal', 'rahin', 'fake']"
1,"['received', 'order', 'quick', 'delivery', 'well', 'packed', 'original', 'product', 'warranty', 'card', 'best', 'price', 'quality', 'highly', 'recommended']"
1,"['nice', 'genionproduct']"
1,"['product', 'regular', 'use', 'father', 'good', 'food', 'supplement', 'diabetic', 'elderly', 'people', 'quality', 'good', 'seller', 'genuine']"
1,"['good', 'shoes', 'delivered', 'time', 'good', 'store', 'thanks', 'sellers']"
0,"['size', 'bht', 'chotta', 'hy']"
1,['best']
1,"['zbrdast', 'cheez', 'deliver', 'ki', 'bohat', 'achi', 'hai', 'blutooth']"
1,"['best', 'product', 'like', 'thanks', 'also', 'give', 'pouch']"
1,"['reasonable', 'n', 'fresh', 'vegetables']"
1,"['good', 'game', 'cd', 'came', 'good', 'condition', 'im', 'personally', 'satisfied', 'thought', 'also', 'play', 'online', 'pay', 'money', 'ill', 'give', 'stars']"
0,"['mane', 'double', 'wireless', 'bluetooth', 'hand', 'free', 'order', 'kia', 'tha', 'aor', 'mujy', 'bluetooth', 'baj', 'deta', 'gya', 'hay', 'good']"
0,"['sticker', 'stars', 'nd', 'wall', 'coz', 'size', 'small', 'stars', 'chipkay', 'gy', 'kis', 'cheez', 'sy', 'recommended']"
0,"['requested', 'write', 'name', 'case', 'done', 'quality', 'worth', 'price']"
1,"['came', 'wellpacked', 'delivered', 'time', 'peppery', 'bits', 'add', 'already', 'accentuated', 'flavor', 'strongly', 'recommended']"
1,"['beautiful', 'playing', 'games', 'feel', 'good', 'cheap', 'high', 'quality']"
0,"['’', 'receive', 'received', 'dental', 'floss', 'place']"
0,"['dishurted', 'seller', 'courier', 'services', 'order', 'vital', 'packing', 'weak', 'light', 'tea', 'packet', 'cut', 'lost', 'tea', 'two', 'packets', 'responsible']"
1,"['received', 'order', 'amazing', 'totally', 'expected', 'ðÿ¥³']"
1,"['boht', 'achy', 'hen', 'thanks']"
1,"['recommended', 'easy', 'use']"
0,"['fazool', 'tareen', 'hy', 'satisfied', 'low', 'quality', 'product']"
1,"['really', 'value', 'money']"
0,"['first', 'thought', 'charging', 'coz', 'theres', 'notification', 'charging', 'tried', 'last', 'time', 'watch', 'must', 'placed', 'upward', 'worked', 'notification', 'seller', 'also', 'responsive', 'inquiry']"
1,"['shoes', 'quality', 'excellent', 'also', 'comfortable']"
1,"['beautiful', 'good', 'quality']"
1,"['product', 'good', 'yanger', 'brother', 'happy', 'see', 'shining', 'stars', 'roomall', 'ok', 'pieces', 'less']"
1,"['best', 'shop', 'nice', 'packing', 'receive', 'thing', 'shown', 'pic', 'thank', 'daraz']"
1,"['thnku', 'nd', 'cuteeee']"
1,"['best', 'light', 'hy', 'bhai']"
1,"['love', 'kitchen', 'towels', 'look', 'good', 'theyre', 'good', 'sized', 'work', 'well']"
1,['good']
1,"['delivered', 'time']"
1,"['every', 'thing', 'ok', 'happy', 'recieve', 'ordr', 'realy', 'amizing']"
0,"['item', 'okay', 'store', 'owner', 'irresponsiblei', 'add', 'note', 'send', 'red', 'yellow', 'color', 'owner', 'read', 'msg', 'even', 'item', 'delivered', 'anyone', 'see', 'unread', 'msgs']"
0,"['fragrance', 'purchased', 'daraz', 'strong', 'overwhelming', 'scent', 'mentioned', 'product', 'description', 'unpleasant', 'gave', 'headache', 'whenever', 'wore']"
1,"['colors', 'night', 'look', 'amazing', 'good', 'product', 'price', 'offered']"
1,"['rose', 'oil', 'really', 'goodits', 'thin', 'consistency']"
1,"['good', 'product', 'love']"
0,['fresh']
0,"['hours', 'pasting', 'lights', 'wall', 'quarter', 'lights', 'stopped', 'working', 'completely', 'return', 'policy', 'low', 'quality', 'products', 'hated', 'experience']"
1,"['awesomejust', 'way', 'much', 'perfect', 'loved']"
1,"['quality', 'awesome', 'vegetables', 'excellent']"
1,"['delivered', 'time', 'received', 'product', 'shown', 'picture', 'satisfied', 'seller', 'recommended', 'must', 'purchase🤗also', 'got', 'lovely', 'free', 'bag']"
0,"['aoa', 'im', 'v', 'excited', 'order', 'glade', 'see', 'unboxing', 'almari', 'safe', 'cover', 'damaged', 'shocked', 'one', 'thing', 'tell', 'u', 'send', 'order', 'u', 'r', 'check', 'product', 'plz', 'carefully', 'notice', 'customer', 'r', 'disappointed', 'return', 'process', 'lengthy', 'plz', 'care', 'good', 'product']"
1,"['quite', 'disappointed', 'product', 'quality', 'packaging']"
0,"['satisfy', 'product', 'see', 'many', 'scratches', 'cooker']"
1,"['great', 'usefull', 'product', 'quality', 'good', 'price', 'quick', 'delievery']"
0,"['cheapest', 'quality', 'recommended']"
1,"['received', 'well', 'good', 'packing', 'strongly', 'recommended']"
1,"['excellent', 'service', 'quality', 'items', 'intime', 'provision', 'delivery', 'weldone', 'daraz']"
1,"['bohat', 'hey', 'ache', 'shoes', 'hi', 'thank', 'daraz', '🤗']"
1,"['using', 'last', 'days', 'incubator', 'working', 'perfectly']"
1,"['bht', 'hi', 'acha', 'ha', 'time', 'per', 'delivery', 'hui', 'ha', 'thanks']"
1,"['outclass', 'product', 'price', 'reasonable', 'quality', 'good', 'highly', 'recomended', 'every', 'one']"
1,"['played', 'tekken']"
1,"['recommend', 'buy']"
0,"['worst', 'experience', 'ever']"
0,"['’', 'connect', 'axio', 'ecu']"
1,"['good', 'product']"
1,"['product', 'jaise', 'delha', 'waise', 'hi', 'mela', 'hai', 'love', 'product', 'snickers', 'ki', 'quality', 'ache', 'hai']"
1,"['good', 'product', 'delivered', 'time', 'really', 'good', 'working']"
1,"['good', 'product', 'battery', 'timing', 'hours']"
1,['sweet']
1,"['highly', 'recommended', 'delivery', 'time', 'lamp', 'awesomeit', 'really', 'beautiful', 'feblous', 'short', 'completely', 'satisfied']"
1,"['material', 'goodcottonn', 'one', 'good', 'thing', 'irritating', 'tag', 'fit', 'nice']"
0,"['lights', 'turning']"
0,"['dont', 'buy', 'nebulizer', 'time', 'start', 'leaking', 'instead', 'mist', 'water', 'come', 'always', 'buy', 'reliable', 'source']"
0,"['handsfree', 'pathetic', 'two', 'day', 'use', 'one', 'ear', 'stops', 'working', 'say']"
1,"['nice', 'product', 'delivered', 'time', 'warrenty', 'card', 'thank', 'u', 'much', 'seller', 'highly', 'recommended']"
1,"['give', 'star', 'product']"
1,"['good', 'product', 'good', 'seller', 'provide', 'good', 'product', 'didnt', 'worn', 'came', 'within', 'days', 'recommended', 'everyone']"
1,"['nice', 'amazing', 'quality', 'shown']"
1,"['good', 'product', 'jesa', 'dekha', 'tha', 'hi', 'mila', 'sound', 'quality', 'good', 'time', 'delivery']"
1,"['nice', 'one', 'best', 'use', 'gift']"
1,"['original', 'shown', 'picturei', 'really', 'love', 'thanks', 'daraz']"
0,"['good', 'quality', 'picture', 'look', 'like', 'impressive', 'receive', 'parcel', 'poor', 'quality']"
1,"['nice', 'thank', 'draz']"
1,"['thank', 'daraz']"
0,"['worst', 'seller']"
0,"['received', 'broken', 'handsfree', 'one', 'earpiece', 'completely', 'broken']"
1,"['received', 'parcel', 'yesterday', 'perfect', 'easy', 'use', 'painless', 'carry', 'anywhere', 'im', 'satisfied', 'thanku', 'much']"
1,"['product', 'good', 'price', 'range']"
1,"['beautiful', 'useful', 'use', 'water', 'easily', 'bottle', 'adjusting', 'bottle', 'would', 'like', 'say', 'everyone', 'buying', 'withdraw', 'water', 'bottle', 'easily', 'without', 'wastage', 'water']"
1,"['awesome', 'product', 'original', 'mentioned']"
1,"['vacuum', 'cleaner', 'well', 'packed', 'timely', 'delivered', 'communicated', 'really', 'appreciate', 'daraz', 'seller', 'professionalism']"
0,"['extremely', 'useless', 'bad', 'taste', 'recommended']"
1,"['product', 'received', 'fully', 'bubble', 'packed', 'delivery', 'time', 'excellent', 'got', 'parcel', 'day', 'thankyou']"
1,"['good', 'price']"
1,"['shoes', 'really', 'good', 'quality', 'shown', 'also', 'extra', 'pairs', 'laces', 'box', 'really', 'liked', 'product', 'seller', 'recommend']"
0,"['bad', 'quality', 'palette', 'broken']"
1,"['perfect', 'size', 'perfect', 'shoes', 'seller', 'also', 'good', 'great', 'service']"
0,"['noo', 'satisfy', 'itt']"
1,"['absolutely', 'loved', 'definitely', 'exceeded', 'expectations', 'material', 'fitting', 'top', 'quality', 'recommended', 'without', 'hesitation', 'would', 'love', 'guys', 'come', 'colors', 'would', 'perfect']"
1,"['hope', 'namkeen', 'aloo', 'packing', 'great', 'satisfied', 'service', 'daraz', 'thank']"
0,"['trash', 'service']"
1,"['ordered', 'nd', 'time', 'everything', 'perfect']"
0,"['leaked', 'transportation']"
1,"['prices', 'high', 'quality', 'good']"
0,"['price', 'thore', 'ziada', 'ha', 'months', 'use', 'kia', 'ha', 'oe', 'b', 'bhot', 'kam', 'ki', 'light', 'kuch', 'arsy', 'bad', 'fluctuate', 'krna', 'shoro', 'ho', 'jati', 'ha', 'fun', 'ky', 'liy', 'shi', 'han', 'bs']"
0,"['one', 'week', 'started', 'slipping', 'marble', 'average', 'product']"
1,"['bags', 'fine', 'nothing', 'broken', 'stuff', 'also', 'good', 'zip', 'one', 'sided', 'whatever', 'good', 'product', 'highly', 'recommend']"
0,"['wrong', 'product', 'delivered', 'ordered', 'brown', 'colour', 'number', 'instead', 'brown', 'got', 'light', 'golden', 'brown', 'please', 'see', 'carefully', 'packing']"
0,"['bettery', 'timing', 'short', 'gets', 'suddenly', 'low', 'bettry', 'power']"
0,"['ordered', 'sunblock', 'nd', 'time', 'time', 'patheticit', 'consistency', 'scent', 'time', 'theres', 'horrible', 'bitter', 'taste', 'present']"
0,"['ek', 'dam', 'baqwas', 'charge', 'nahi', 'ho', 'rahay', 'hain', 'intahai', 'ghatiya', 'aur', 'mai', 'ne', 'white', 'color', 'mai', 'order', 'kiye', 'thay', 'aur', 'seller', 'ne', 'black', 'color', 'mai', 'bhejay', 'hain']"
1,"['tried', 'many', 'products', 'one', 'really', 'good', 'im', 'much', 'happier']"
1,"['good', 'product', 'working', 'also', 'good', 'experience', 'seller', 'daraz', 'aswell', 'fast', 'delivery']"
1,"['fresh', 'potato', 'less', 'market', 'price', 'thanks', 'daraz']"
1,"['best', 'quality', 'less', 'money']"
0,"['wrong', 'size', 'delivered', 'hate', 'daraz', 'everyone', 'scaming', 'every', 'time', 'ordered', 'got', 'deceived']"
1,"['thats', 'actually', 'wanted', 'perfect', 'things', 'description', 'whats', 'shown']"
1,['zabardast']
0,"['fit', 'dryer']"
1,"['amazing', 'product', '…', 'delivery', 'soo', 'fast', 'delivered', 'days…', 'nd', 'amazing', 'quality', 'product', 'thnkx', 'seller', 'nd', 'daraz…', 'recommended', 'seller']"
0,"['received', 'today', 'one', 'working', 'nd', 'working', 'good']"
1,"['good', 'product']"
0,"['asked', 'back', 'one', 'sent', 'brown', 'one', 'instead']"
1,"['good', 'item', 'loved']"
1,"['found', 'fresh', 'aroma', 'fine']"
0,"['disappointed', 'seller', 'ordered', 'packs', 'spouse', 'total', 'send', 'pieces', 'pay', 'delivery', 'charges', 'order']"
1,"['fitted', 'wellsoo', 'comfartable', 'satisfied', 'fast', 'delivery']"
1,"['years', 'working', 'good']"
1,"['fresh', 'good', 'delivery', 'time', 'well', 'thank', 'daraz']"
1,"['seller', 'good', 'man', 'product', 'nice', 'kolaty', 'good', 'thanks', 'you🥰']"
0,"['pathetic', 'quality', 'theyre', 'working', 'properly', 'since', 'day', 'doesnt', 'even', 'match', 'quality', 'copy', 'headphones', 'im', 'using', 'headphones', 'since', 'last', 'year', 'worst', 'product', 'could', 'ever', 'get']"
1,['zaberdast']
1,"['shoes', 'truly', 'amazing', 'less', 'price', 'quality', 'also', 'awesome', 'thanks', 'seller', 'daraz']"
0,"['assalamualaikum', 'bot', 'achyy', 'hyn', 'jssy', 'pic', 'main', 'hyn', 'wsy', 'e', 'ayyy', 'hyn']"
1,"['boht', 'hi', 'kmal', 'ky', 'airpods', 'hn', 'kmal', 'awaz', 'achi', 'quality', 'jesa', 'pics', 'tha', 'bilkul', 'wesa', 'hi', 'thanks', 'draz', 'saller']"
0,"['stretches', 'sizes', 'becomes', 'useless']"
1,"['received', 'parcel', 'good', 'shown', 'second', 'time', 'ordering', 'product', 'service', 'quality', 'product', 'received', 'satisfactory', 'highly', 'recommended']"
0,"['ordered', 'purple', 'color', 'got', 'pink', 'color', 'n', 'quality', 'also', 'good', 'important', 'shirt', 'delivered', 'higher', 'price', 'price', 'showing', 'ordered', 'charged', 'rs', 'shirt', 'v', 'sad']"
1,"['worth', 'buying', 'according', 'price']"
1,"['like', 'stars', '🤩']"
1,"['fresh', 'vegetables', 'discount', 'price', 'thanks', 'daraz']"
1,"['پیکٹ', 'ایک', 'کونے', 'سے', 'پھٹا', 'ھوا', 'تھا', '۔stuff', 'کافی', 'ھلکا', 'ھے', 'لیکن', 'اتنے', 'پیسوں', 'میں', 'ٹھیک', 'ھے', '۔it', 'good', 'storagedelivery', 'time', 'happy', 'services', 'daraz']"
0,"['fazol', 'product', 'ha', 'charging', 'ni', 'hoti', 'ha', 'din', 'charge', 'lagi', 'rahiphir', 'bi', 'ni', 'chali', 'mara', 'sara', 'paisa', 'waste', 'howa', 'ha', 'complain', 'k', 'koe', 'option', 'hota', 'tu', 'apki', 'zaror', 'complaain', 'karta']"
1,"['rgb', 'works', 'great', 'well', 'preset', 'combinations', 'customizable', 'spacebar', 'gets', 'stuck', 'sometimes', 'comes', 'back', 'eventually', 'brilliant', 'product']"
1,['loveee']
1,"['good', 'recommended', 'everyone']"
0,['working']
0,"['doesnt', 'work']"
1,"['nice', '🤩']"
1,"['buht', 'acha', 'speakr', 'aya', 'ha', 'mashaallah', 'sa', 'bilkul', 'jesa', 'kha', 'gya', 'ha', 'wesa', 'e', 'thnks']"
0,"['poor', 'quality', 'sound', 'bad', 'left', 'side', 'hands', 'free', 'working', 'sound', 'system', 'bad', 'working', 'timing', 'bad', 'satisfied', 'product', 'supplier', 'replacing', 'product', 'sending', 'correct', 'product']"
1,"['great', 'color', 'bigger', 'expected', 'regularly', 'buy', 'always', 'happy', 'would', 'definitely', 'recommend', 'looking', 'forward', 'buying', 'gadgets']"
1,"['best', 'earphones', 'lost', 'mine', 'ordered', 'daraz', 'came', 'fine']"
1,"['awesome', 'amazing', 'product', 'delivered', 'shawn', 'picture', 'good', 'quality', 'amazing', 'product', 'really', 'satisfied', 'saller']"
0,"['bad', 'product', 'timer', 'work', 'timers', 'light', 'dont', 'show', 'display']"
0,"['extremely', 'poor', 'quality', 'build', 'lights', 'messing']"
1,['good']
1,"['good', 'product', 'real', 'thing', 'got', 'shown', 'picture', 'love', 'product', '🧡🧡🧡🧡🧡']"
1,"['love', 'itni', 'achi', 'quality', 'best', 'company', 'shizu', 'rgb', 'lights', 'best', '🤌', 'highly', 'recommend']"
1,"['received', 'good', 'packing', 'product', 'also', 'described', 'timely', 'respond', 'delivered', 'seller', 'love', 'thank', 'u', 'seller', 'thank', 'u', 'daraz', 'recommended']"
1,"['good', 'quality', 'product', 'delivered', 'care', 'promptly']"
1,"['well', 'packed', 'receive', 'timely', 'looks', 'fresh', 'describe', 'use', 'edit', 'review', 'quality']"
0,"['good', 'mic', 'working', 'properly', 'waste', 'money', 'good']"
1,"['good', 'quality']"
1,"['damnn', 'good']"
0,"['air', 'pods', 'come', 'cover', 'sheet', 'seemed', 'nd', 'hand', 'low', 'quality', 'material']"
1,"['helpful', 'thanks']"
1,"['alhamdullilah', 'satisfied', 'received', 'parcel', 'beautiful', 'love', 'thank', 'u', 'daraz🥰']"
1,"['good', 'quality', 'fresh']"
1,"['ts', 'nice', 'product']"
0,"['medical', 'product', 'received', 'daraz', 'described', 'specifications', 'mentioned', 'website', 'completely', 'different', 'received', 'frustrating', 'misleading', 'receive', 'product', 'match', 'advertised', 'features']"
0,"['commitment', 'orginal', 'leather', 'received', 'local', 'belt', 'leather', 'satisfied', 'commitment']"
1,"['stitching', 'niceperfect', 'sizefabric', 'smooth', 'goodi', 'really', 'love', 'highly', 'recommendedthanku', 'draz']"
0,"['got', 'product', 'day', 'expected', 'delivery', 'date', 'product', 'work', 'car', 'toyota', 'pass', 'bluetooth', 'connectivity', 'fine', 'however', 'euc', 'connect']"
0,"['’', 'light', 'quality', 'shoe', 'sturdy', '’', 'last', 'long', 'size', 'seems', 'ok', 'toe', 'strap', 'loose', 'big', 'toes', 'hang', '’', 'fit', 'returned']"
1,"['useful', 'storage']"
1,"['good', 'product', 'good', 'sound', 'quality', 'thnx', 'daraz', 'thnx', 'seller']"
1,"['excellent', 'product', 'recieved', 'time', 'dayits', 'rd', 'purchase', 'besthighy', 'recommended', 'seller']"
0,"['jo', 'cheez', 'order', 'kro', 'wo', 'bilkol', 'nhi', 'aye', 'giii', 'jb', 'inbox', 'phocho', 'tu', 'bilkol', 'v', 'jawab', 'nhi', 'dain', 'gy', 'kesiii', 'seller', 'lay', 'lain', 'nmbr', 'seller', 'kbi', 'cheez', 'nh', 'lain']"
1,"['quick', 'deliver', 'perfect', 'product']"
0,"['fake', 'product']"
0,"['quality', 'third', 'class', 'next', 'time', 'buy']"
0,"['price', 'k', 'hisab', 'se', 'quality', 'achi', 'nai', 'hae', 'use', 'key', 'hoy', 'lag', 'rahy', 'hae', 'airpods']"
1,"['assalam', 'alaikum', 'today', 'receive', 'parcel', 'nd', 'amazing', 'cant', 'explain', 'word', 'osm']"
1,"['delivered', 'excellent', 'condition', 'satisfied', 'product']"
1,"['fast', 'delivery', 'well', 'packed', 'care', 'overall', 'points', 'good', 'ac', 'brand', 'price', 'bought', 'event', 'k']"
1,"['save', 'packing', 'mashaallah', 'received', 'potatoes', 'fresh', 'thanks', 'daraz', 'fresh', 'gave', 'facilities', 'customers', '🥰🥰', 'l', 'request', 'delivery', 'facility', 'dobara', 'humere', 'area', 'ki', 'reopen', 'kr', 'dye']"
1,"['beautiful', 'product', 'highly', 'recommended']"
1,"['original', 'gionee', 'superb', 'sound', 'quality', 'loud', 'daraz', 'riders', 'good', 'summer', 'gone', 'mad']"
1,"['mashaallah', 'nice', 'prodect', 'mene', 'chala', 'kr', 'dekhi', 'h', 'mashaallah', 'nice', 'prodect', 'thanks', 'daraz', 'team']"
1,['lovelyy']
1,"['responsive', 'seller', 'accurate', 'remote', '’', 'find', 'bazar', 'mitsubishi', 'works', 'remotes', 'universal', '’', 'work']"
1,"['everything', 'perfect', 'arrived', 'days', 'quality', 'excellent', 'price', 'come', 'back']"
1,"['obsessed', 'price', 'k', 'hisab', 'sy', 'boht', 'zyada', 'achi', 'hai', 'also', 'buy', 'ðÿ', '’', 'œðÿ', '’', 'œ', 'thank', 'much', 'â\x9d¤ï¸\x8f']"
1,"['good', 'honeymoon']"
0,['lame']
0,"['product', 'good', 'reason', 'ordered', 'retain', 'husbands', 'privacy', 'pictures', 'speak', 'poor', 'packaging', 'despite', 'promising', 'packed', 'carefully', 'guys', 'careless', 'wish', 'could', 'give', 'zero', 'stars']"
0,"['stars', 'boht', 'kam', 'shine', 'kartay', 'hain']"
1,"['best', 'quality', 'ratewill', 'easy', 'use', 'manual', 'available']"
1,"['bht', 'achy', 'bags', 'hy', 'totally', 'satisfying']"
1,"['delighted', 'receive', 'product', 'totally', 'shown', 'picture', 'fully', 'recommended']"
0,"['quality', 'product', 'extremely', 'questionable', 'much', 'noise', 'ane', 'one', 'two', 'ear', 'pieces', 'doesnt', 'work']"
1,"['fresh', 'sasta', 'deal', 'promotion', 'may']"
0,"['sent', 'defected', 'remote', 'buttons', 'working', 'two', 'buttons', 'working', 'pathetic']"
1,['satisfied']
1,"['nice', 'quality', 'wallet', 'keychain', 'recommended', 'seller']"
0,"['dear', 'daraz', 'order', 'blue', 'color', 'said', 'seller', 'need', 'sizebut', 'unfortunately', 'send', 'black', 'color', 'sizealready', 'chat', 'order', 'fraud', 'shoes', 'finishing', 'pathetic', 'hard', 'solevery', 'worst', 'experience', 'need', 'pay', 'back']"
0,"['thin', 'material', 'plastic', 'lid', 'broke', 'use', 'needs', 'improvement']"
1,"['good', 'vegetables', 'delivered', 'early', 'morning', 'order', 'placed', 'day']"
1,"['alhamdullilah', 'good', 'expectations']"
0,"['mjhe', 'lga', 'tha', 'sat', 'handfree', 'bhi', 'hogi', 'pr', 'mne', 'bad', 'thik', 'se', 'dekha', 'khali', 'case', 'hi', 'tha', 'bas', 'im', 'stopped🤣']"
1,"['easy', 'make', 'good', 'refreshment', 'drink', 'highly', 'recommended']"
1,"['awsome', 'n', 'useful', 'product', 'quality', 'beyond', 'expectation', 'found', 'cheap', 'compare', 'market', 'price', 'highly', 'recommended', 'seller']"
1,"['really', 'good', 'quality', 'handfrees']"
0,"['ordered', 'set', 'lemon', 'yellow', 'colour', 'received', 'pink', 'colour', 'requested', 'send', 'asked', 'colour', 'didnt', 'bother', 'highly', 'disappointed', 'recommended', 'anyone']"
1,"['nice', 'product', 'base', 'excellent', 'original', 'quality', 'satisfied', 'seller', 'couprative', 'thanks']"
1,"['working', 'fine', 'also', 'nice', 'purchase']"
1,"['coperative', 'seller', 'good', 'products']"
1,"['achi', 'sound', 'b', 'achi', 'h', 'mic', 'b', 'acha', 'h', 'sb', 'acha', 'h', 'ki', 'report', 'h']"
0,"['lowest', 'quality', 'fabric']"
1,"['best', 'quality', 'service']"
1,"['awesome', 'bohat', 'bohat', 'pasand', 'ayasame', 'wohi', 'cheez', 'good', 'packing', 'really', 'like', 'thank', 'soo', 'much', 'daraz', 'bohat', 'achi', 'rope', 'light', 'hai', 'room', 'mein', 'bohat', 'achi', 'lg']"
1,"['good', 'product', 'low', 'price', 'cant', 'wear', 'summer', 'winter', 'use', 'shoes']"
1,"['awesome', 'n', 'perfect', 'quality', 'frame', 'received', 'time', 'got', 'best', 'frame', 'save', 'sooper', 'dooper', 'childs', 'st', 'year', 'memories', 'highly', 'recommended', 'seller', 'packing', 'outstanding', 'thank', 'daraz']"
0,"['didnt', 'use', 'month', 'one', 'isnt', 'turning', 'connecting', 'worst']"
0,"['potatos', 'gms', 'short', 'kg', 'acceptable', 'suggest', 'everyone', 'weigh', 'use', 'refunded']"
1,"['product', 'beautiful', 'shoes', 'thank']"
1,"['original', 'handsfree', 'greatly', 'quality']"
1,"['thanks', 'seller', 'thanks', 'daraz']"
1,"['good', 'quality', 'thanks', 'daraz']"
1,"['nice', 'product', 'good', 'quality']"
0,"['gandi', 'watch', 'bilkul', 'nakul', 'dedi', 'ap', 'jese', 'sellar', 'daraz', 'ko', 'badnam', 'karte', 'daraz', 'pr', 'bohat', 'achi', 'chize', 'bhi', 'milti']"
0,"['bad', 'quality', 'product']"
0,"['watch', 'nae', 'ho', 'rhe', 'please', 'give', 'seller', 'contact', 'number']"
1,"['excellent', 'fresh', 'item', 'good', 'daraz']"
1,"['gionee', 'hands', 'free', 'high', 'quality', 'deep', 'bass', 'sound', 'percent', 'orignal', 'like', 'thank', 'daraz']"
1,"['good', 'device', 'working', 'properly', 'thanks', 'lot']"
0,"['seller', 'ny', 'faulty', 'r', 'damage', 'piec', 'bheja', 'itny', 'din', 'wait', 'k', 'bad', 'agr', 'aisa', 'ho', 'bht', 'bura', 'lgta', 'hai', 'bad', 'experience']"
1,"['product', 'good', 'shown', 'advertised', 'thanks', 'daraz', 'seller']"
1,"['got', 'wanted', 'thanks', 'daraz', 'official', 'members']"
1,"['fresh', 'vegetable', 'always', 'received', 'timely', 'fully', 'satusfied']"
1,"['wouder', 'full', 'glad']"
0,"['shown', 'pic', 'problem', 'stuff', 'didnt', 'like', 'stuff', 'delicatenazukaraam', 'se', 'phat', 'gya', 'alag', 'ho', 'gya']"
0,"['third', 'class', 'useless', 'waste', 'money']"
1,"['good', 'packing', 'nice', 'stuff', 'fast', 'deliveryhighly', 'recommend', 'product', 'thanks', 'daraz']"
1,"['nice', 'product', 'delivered', 'time', 'satisfied', 'service']"
1,"['found', 'advertised', 'timely', 'delivered', 'good', 'quality', 'product', 'keep', 'good', 'work', 'daraz', 'seller']"
1,"['im', 'third', 'time', 'buying', 'headsfree', 'sound', 'quality', 'better', 'price', 'range', 'totally', 'recommended']"
1,"['parcle', 'receivethanks', 'daraz', 'jo', 'mangwaya', 'aya', 'nice', 'product']"
0,"['asked', 'seller', 'write', 'name', 'ordered', 'gift', 'someone', 'ruined', 'birthday', 'surprise', 'sent', 'without', 'name', 'also', 'quality', 'good', 'wasted', 'birthday', 'rs', 'much', 'product', 'proper', 'button', 'open', 'box', 'opening', 'cover', 'magnetic', 'contacted', 'seller', 'returning', 'product', 'properly', 'respond']"
1,"['nice', 'product', 'quite', 'happy', 'purchase', 'delivery', 'quite', 'fast', 'recommended']"
1,"['easy', 'install']"
1,"['picture', 'good', 'quality']"
1,"['nice', 'thanks🤗']"
0,"['ordered', 'serum', 'olim', 'also', 'paid', 'open', 'parcel', 'get', 'serum']"
